latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
-15.58356,47.48312,327.02,3.75,1.81,2025-09-01,1115,Aqua,MODIS,82,6.1NRT,304.36,104.97,D
-12.54046,49.3802,318.33,2.4,1.49,2025-09-01,1115,Aqua,MODIS,63,6.1NRT,297.9,34.92,D
-13.51449,48.76368,334.67,2.78,1.59,2025-09-01,1115,Aqua,MODIS,86,6.1NRT,299.7,127.99,D
-16.53654,47.73298,311.86,3.71,1.8,2025-09-01,1115,Aqua,MODIS,61,6.1NRT,299.86,21.49,D
-16.85295,48.71381,309.52,3.14,1.68,2025-09-01,1115,Aqua,MODIS,43,6.1NRT,289.78,43.3,D
-17.13649,47.73399,318.79,3.78,1.82,2025-09-01,1115,Aqua,MODIS,74,6.1NRT,299.81,66.44,D
-17.44376,48.26532,312.12,3.47,1.75,2025-09-01,1115,Aqua,MODIS,60,6.1NRT,290.49,47.9,D
-17.44066,48.29531,315.81,3.45,1.75,2025-09-01,1115,Aqua,MODIS,50,6.1NRT,295.37,65.4,D
-22.52023,44.56456,313.67,4.19,1.9,2025-09-01,1249,Aqua,MODIS,51,6.1NRT,302.59,34.72,D
-22.67254,44.7765,374.53,4.31,1.92,2025-09-01,1249,Aqua,MODIS,100,6.1NRT,306.39,1022.45,D
-22.66385,44.81666,336.48,4.34,1.92,2025-09-01,1249,Aqua,MODIS,88,6.1NRT,304.56,244.59,D
-22.68073,44.81989,316.82,4.34,1.92,2025-09-01,1249,Aqua,MODIS,67,6.1NRT,303.12,52.54,D
-20.07243,44.56817,311.07,4.79,2,2025-09-01,1249,Aqua,MODIS,44,6.1NRT,296.67,51.83,D
-20.82706,44.39506,321.75,4.47,1.94,2025-09-01,1249,Aqua,MODIS,74,6.1NRT,299.38,104.58,D
-20.8302,44.4039,324.12,4.47,1.94,2025-09-01,1249,Aqua,MODIS,77,6.1NRT,299.71,124.83,D
-20.99236,44.6748,315.78,4.64,1.97,2025-09-01,1249,Aqua,MODIS,64,6.1NRT,304.06,51.76,D
-22.66676,44.73996,318.19,4.28,1.91,2025-09-01,1249,Aqua,MODIS,69,6.1NRT,303.67,62.96,D
-20.07158,44.55989,310.88,4.79,2,2025-09-01,1249,Aqua,MODIS,28,6.1NRT,296.91,45.52,D
-23.27934,44.4929,318.14,3.97,1.85,2025-09-01,1249,Aqua,MODIS,69,6.1NRT,306.06,53.53,D
-23.29008,44.49164,316.83,3.97,1.85,2025-09-01,1249,Aqua,MODIS,67,6.1NRT,306.08,45.24,D
-23.13764,43.95142,311.51,3.66,1.79,2025-09-01,1249,Aqua,MODIS,45,6.1NRT,301.23,28.6,D
-23.08216,44.00109,326.77,3.71,1.8,2025-09-01,1249,Aqua,MODIS,80,6.1NRT,301.95,121.28,D
-22.80889,45.17281,318.77,4.57,1.96,2025-09-01,1249,Aqua,MODIS,70,6.1NRT,302.77,78.41,D
-22.80845,45.16804,317.22,4.57,1.96,2025-09-01,1249,Aqua,MODIS,67,6.1NRT,302.76,62.55,D
-23.19947,45.49124,317.49,4.71,1.99,2025-09-01,1249,Aqua,MODIS,68,6.1NRT,304.62,56.93,D
-23.2007,45.50001,319.89,4.71,1.99,2025-09-01,1249,Aqua,MODIS,72,6.1NRT,304.66,82.18,D
-20.99216,44.67978,314.75,4.64,1.97,2025-09-01,1249,Aqua,MODIS,47,6.1NRT,304.08,42.78,D
-22.32114,44.62482,315.29,4.28,1.91,2025-09-01,1249,Aqua,MODIS,63,6.1NRT,304.77,44.33,D
-22.53329,44.56314,314.58,4.19,1.9,2025-09-01,1249,Aqua,MODIS,61,6.1NRT,302.7,40.63,D
-22.66597,44.82205,328.61,4.34,1.92,2025-09-01,1249,Aqua,MODIS,82,6.1NRT,304.57,154.45,D
-22.67492,44.78191,366.98,4.31,1.92,2025-09-01,1249,Aqua,MODIS,100,6.1NRT,306.05,810.71,D
-22.65796,44.77921,343.82,4.31,1.92,2025-09-01,1249,Aqua,MODIS,92,6.1NRT,301.93,347.24,D
-15.69302,48.25084,302.51,3.62,1.78,2025-09-01,1734,Terra,MODIS,47,6.1NRT,290.79,30.22,N
-15.67734,48.24823,308.43,3.62,1.78,2025-09-01,1734,Terra,MODIS,74,6.1NRT,291.05,54.74,N
-15.68743,48.25486,313.26,3.62,1.78,2025-09-01,1734,Terra,MODIS,87,6.1NRT,291.12,74.3,N
-15.6906,48.22108,304.27,3.64,1.79,2025-09-01,1734,Terra,MODIS,29,6.1NRT,291.39,34.38,N
-22.67386,44.77664,306.12,3.97,1.85,2025-09-01,1910,Terra,MODIS,42,6.1NRT,290.68,58.22,N
-16.54895,47.73492,303.38,1.2,1.09,2025-09-01,2341,Aqua,MODIS,55,6.1NRT,289.58,8.82,N
-20.95455,46.44665,342.1,1.15,1.07,2025-09-01,2341,Aqua,MODIS,100,6.1NRT,289.37,59.57,N
-20.96542,46.45603,304.42,1.15,1.07,2025-09-01,2341,Aqua,MODIS,60,6.1NRT,287.44,9.38,N
-20.95601,46.45752,319.84,1.15,1.07,2025-09-01,2341,Aqua,MODIS,99,6.1NRT,287.93,23.41,N
-14.98731,47.62577,303.18,1.13,1.06,2025-09-01,2341,Aqua,MODIS,54,6.1NRT,292.52,6.74,N
-15.69877,48.24821,303.62,1.25,1.11,2025-09-01,2341,Aqua,MODIS,56,6.1NRT,289.8,8.37,N
-15.70862,48.24728,306.01,1.25,1.11,2025-09-01,2341,Aqua,MODIS,66,6.1NRT,289.11,10.37,N
-16.14429,48.07245,307.16,1.23,1.1,2025-09-01,2341,Aqua,MODIS,70,6.1NRT,285.57,12.77,N
-13.67374,49.75731,314.36,1.33,1.14,2025-09-02,0601,Terra,MODIS,68,6.1NRT,299.47,11.05,D
-13.35311,49.33354,313.6,1.24,1.11,2025-09-02,0601,Terra,MODIS,57,6.1NRT,299.55,9.62,D
-15.69069,48.25425,317.24,1.15,1.07,2025-09-02,0601,Terra,MODIS,69,6.1NRT,298.67,13.48,D
-15.6893,48.2438,317.74,1.15,1.07,2025-09-02,0601,Terra,MODIS,70,6.1NRT,297.87,13.83,D
-15.493,47.60699,324.08,1.08,1.04,2025-09-02,0601,Terra,MODIS,77,6.1NRT,301.12,17.28,D
-14.74499,47.91865,316.69,1.09,1.04,2025-09-02,0601,Terra,MODIS,53,6.1NRT,305.35,7.99,D
-14.74364,47.90873,318.26,1.09,1.04,2025-09-02,0601,Terra,MODIS,62,6.1NRT,305.71,9.54,D
-14.13286,48.75907,305.37,1.18,1.08,2025-09-02,0601,Terra,MODIS,61,6.1NRT,293.94,6,D
-13.89011,49.1518,314.56,1.23,1.1,2025-09-02,0601,Terra,MODIS,72,6.1NRT,290.29,16.72,D
-13.88868,49.14104,342,1.23,1.1,2025-09-02,0601,Terra,MODIS,92,6.1NRT,292.07,62.17,D
-13.67533,49.76963,311.36,1.33,1.14,2025-09-02,0601,Terra,MODIS,50,6.1NRT,299.65,8.03,D
-13.3516,49.32212,310.89,1.24,1.11,2025-09-02,0601,Terra,MODIS,36,6.1NRT,299.04,6.6,D
-13.36325,49.56421,310.01,1.28,1.12,2025-09-02,0601,Terra,MODIS,41,6.1NRT,298.99,6.4,D
-16.9492,47.15012,320.3,1.06,1.03,2025-09-02,0603,Terra,MODIS,75,6.1NRT,300.74,12.88,D
-16.91086,46.34349,311.74,1.01,1.01,2025-09-02,0603,Terra,MODIS,52,6.1NRT,301.67,3.73,D
-16.91217,46.35282,313.68,1.01,1.01,2025-09-02,0603,Terra,MODIS,59,6.1NRT,301.5,5.45,D
-17.07158,45.02052,316.4,1.01,1,2025-09-02,0603,Terra,MODIS,63,6.1NRT,302.96,6.8,D
-17.4,47.08347,320.32,1.07,1.03,2025-09-02,0603,Terra,MODIS,75,6.1NRT,297.75,15.73,D
-16.17866,46.31205,313.33,1.01,1,2025-09-02,0603,Terra,MODIS,57,6.1NRT,301.97,4.66,D
-16.44472,47.77691,344.26,1.11,1.05,2025-09-02,0603,Terra,MODIS,93,6.1NRT,297.63,55.29,D
-16.44604,47.78687,343.54,1.11,1.05,2025-09-02,0603,Terra,MODIS,93,6.1NRT,294.43,54.4,D
-16.54065,47.73626,317.02,1.11,1.05,2025-09-02,0603,Terra,MODIS,72,6.1NRT,298.37,13.53,D
-16.54204,47.74661,308.09,1.11,1.05,2025-09-02,0603,Terra,MODIS,42,6.1NRT,295.5,5.69,D
-16.93289,46.4356,325.13,1.02,1.01,2025-09-02,0603,Terra,MODIS,79,6.1NRT,302.94,16.57,D
-16.83275,45.66631,314.58,1,1,2025-09-02,0603,Terra,MODIS,58,6.1NRT,301.11,5.76,D
-16.83407,45.6755,313.75,1,1,2025-09-02,0603,Terra,MODIS,55,6.1NRT,301.29,4.77,D
-16.95852,46.41635,317.6,1.02,1.01,2025-09-02,0603,Terra,MODIS,69,6.1NRT,302.98,9.42,D
-16.92028,46.01409,317.61,1,1,2025-09-02,0603,Terra,MODIS,67,6.1NRT,303.4,7.97,D
-16.96842,45.26647,316.61,1,1,2025-09-02,0603,Terra,MODIS,63,6.1NRT,301.32,7.72,D
-16.96976,45.27569,321.47,1,1,2025-09-02,0603,Terra,MODIS,72,6.1NRT,301.5,12.3,D
-16.93158,46.42624,344.74,1.02,1.01,2025-09-02,0603,Terra,MODIS,93,6.1NRT,304.01,45.78,D
-17.05243,44.89023,316.11,1.01,1.01,2025-09-02,0603,Terra,MODIS,63,6.1NRT,304.02,6.12,D
-17.11195,44.98579,318.92,1.01,1,2025-09-02,0603,Terra,MODIS,69,6.1NRT,301.56,9.28,D
-16.77468,48.11442,305.75,1.16,1.07,2025-09-02,0603,Terra,MODIS,37,6.1NRT,285.18,7.31,D
-16.52825,46.1787,313.39,1.01,1,2025-09-02,0603,Terra,MODIS,54,6.1NRT,301.73,5.11,D
-16.45776,45.42302,318.7,1,1,2025-09-02,0603,Terra,MODIS,69,6.1NRT,301.98,10.41,D
-16.4591,45.43222,312.21,1,1,2025-09-02,0603,Terra,MODIS,47,6.1NRT,300.7,4.58,D
-16.76213,47.47145,323.91,1.09,1.04,2025-09-02,0603,Terra,MODIS,79,6.1NRT,299.47,19.09,D
-16.63185,46.19517,355.93,1.01,1,2025-09-02,0603,Terra,MODIS,98,6.1NRT,305.51,69.2,D
-16.63315,46.2044,359.05,1.01,1,2025-09-02,0603,Terra,MODIS,99,6.1NRT,304.62,77.28,D
-16.62565,45.30964,312.52,1,1,2025-09-02,0603,Terra,MODIS,49,6.1NRT,300.77,5.51,D
-16.93421,47.45359,317.65,1.09,1.04,2025-09-02,0603,Terra,MODIS,73,6.1NRT,295.31,14.92,D
-16.93549,47.46321,317.23,1.09,1.04,2025-09-02,0603,Terra,MODIS,72,6.1NRT,295.37,14.57,D
-16.817,46.52608,321.61,1.02,1.01,2025-09-02,0603,Terra,MODIS,75,6.1NRT,304.01,11.38,D
-16.86438,46.5383,318.51,1.02,1.01,2025-09-02,0603,Terra,MODIS,71,6.1NRT,302.3,9.26,D
-17.73039,45.81694,317.35,1,1,2025-09-02,0603,Terra,MODIS,69,6.1NRT,300.53,9.84,D
-17.82606,46.97105,312.54,1.06,1.03,2025-09-02,0603,Terra,MODIS,65,6.1NRT,296.55,8.79,D
-17.54663,44.9916,329.39,1.01,1,2025-09-02,0603,Terra,MODIS,82,6.1NRT,302.8,20.89,D
-17.54527,44.98231,318.23,1.01,1,2025-09-02,0603,Terra,MODIS,68,6.1NRT,301.94,8.9,D
-17.77733,47.36112,310.07,1.1,1.05,2025-09-02,0603,Terra,MODIS,53,6.1NRT,296.36,6.49,D
-17.77598,47.35101,309.54,1.1,1.04,2025-09-02,0603,Terra,MODIS,53,6.1NRT,297.05,5.93,D
-17.33469,44.55228,318.92,1.02,1.01,2025-09-02,0603,Terra,MODIS,69,6.1NRT,301.24,9.86,D
-17.22214,44.29436,314.82,1.04,1.02,2025-09-02,0603,Terra,MODIS,51,6.1NRT,300.65,5.53,D
-17.29564,45.74397,315.9,1,1,2025-09-02,0603,Terra,MODIS,63,6.1NRT,303.09,6.13,D
-17.29432,45.73474,314.11,1,1,2025-09-02,0603,Terra,MODIS,58,6.1NRT,302.36,4.83,D
-17.45152,47.05936,321.12,1.06,1.03,2025-09-02,0603,Terra,MODIS,76,6.1NRT,296.22,17.15,D
-17.45023,47.04985,310.2,1.06,1.03,2025-09-02,0603,Terra,MODIS,56,6.1NRT,295.73,6.74,D
-16.62601,47.07705,316.78,1.05,1.02,2025-09-02,0603,Terra,MODIS,68,6.1NRT,302.95,7.21,D
-15.999,45.95124,314.97,1,1,2025-09-02,0603,Terra,MODIS,60,6.1NRT,301.64,5.72,D
-16.2851,45.25476,314.12,1.01,1,2025-09-02,0603,Terra,MODIS,59,6.1NRT,302.23,5.32,D
-16.48426,46.31735,313.92,1.01,1,2025-09-02,0603,Terra,MODIS,57,6.1NRT,301.86,6,D
-22.45275,45.02572,314.13,1.01,1.01,2025-09-02,0603,Terra,MODIS,64,6.1NRT,301.13,5.8,D
-22.45141,45.01612,332.39,1.01,1,2025-09-02,0603,Terra,MODIS,85,6.1NRT,302.56,25.55,D
-21.86855,45.65648,310.6,1.03,1.02,2025-09-02,0603,Terra,MODIS,57,6.1NRT,298.3,6.12,D
-20.98278,45.30671,317.5,1.01,1,2025-09-02,0603,Terra,MODIS,71,6.1NRT,299.98,10.49,D
-20.83216,45.81297,313.47,1.03,1.01,2025-09-02,0603,Terra,MODIS,65,6.1NRT,301.41,6.75,D
-20.69462,46.42504,307.59,1.07,1.03,2025-09-02,0603,Terra,MODIS,37,6.1NRT,296.1,4.11,D
-20.6881,46.44603,309.95,1.07,1.03,2025-09-02,0603,Terra,MODIS,58,6.1NRT,296.98,6.42,D
-20.53531,46.67818,314.64,1.09,1.04,2025-09-02,0603,Terra,MODIS,71,6.1NRT,298.53,10.51,D
-19.99363,46.13929,330.6,1.04,1.02,2025-09-02,0603,Terra,MODIS,85,6.1NRT,299.3,26.07,D
-19.91555,46.03937,312.19,1.03,1.01,2025-09-02,0603,Terra,MODIS,49,6.1NRT,300.73,5.52,D
-19.91286,46.62563,308.78,1.07,1.03,2025-09-02,0603,Terra,MODIS,61,6.1NRT,294.32,6.82,D
-19.73911,46.0283,312.37,1.03,1.01,2025-09-02,0603,Terra,MODIS,54,6.1NRT,297.68,6.48,D
-19.57876,45.93148,308.61,1.02,1.01,2025-09-02,0603,Terra,MODIS,44,6.1NRT,297.95,4.35,D
-19.27268,44.8788,310.81,1,1,2025-09-02,0603,Terra,MODIS,49,6.1NRT,300.48,4.23,D
-18.53289,44.98749,318.04,1,1,2025-09-02,0603,Terra,MODIS,70,6.1NRT,301.25,8.84,D
-18.46854,44.54847,313.41,1.01,1.01,2025-09-02,0603,Terra,MODIS,58,6.1NRT,300.93,5.55,D
-18.43072,45.95354,308.85,1.01,1.01,2025-09-02,0603,Terra,MODIS,51,6.1NRT,298.8,3.88,D
-18.22789,44.73062,311.24,1.01,1,2025-09-02,0603,Terra,MODIS,49,6.1NRT,297.73,5.18,D
-18.32977,45.95563,315.51,1.01,1.01,2025-09-02,0603,Terra,MODIS,68,6.1NRT,300.28,8.31,D
-18.32844,45.94621,319.93,1.01,1.01,2025-09-02,0603,Terra,MODIS,75,6.1NRT,300.34,12.48,D
-18.23046,45.63734,313.21,1,1,2025-09-02,0603,Terra,MODIS,62,6.1NRT,300.78,5.82,D
-18.28792,46.31482,308.78,1.03,1.01,2025-09-02,0603,Terra,MODIS,52,6.1NRT,297.84,5.39,D
-18.28661,46.30537,310.97,1.03,1.01,2025-09-02,0603,Terra,MODIS,60,6.1NRT,297.43,6.73,D
-18.24944,46.30118,308.77,1.03,1.01,2025-09-02,0603,Terra,MODIS,52,6.1NRT,298.25,4.74,D
-18.24813,46.29171,312.3,1.02,1.01,2025-09-02,0603,Terra,MODIS,63,6.1NRT,298.31,7.33,D
-18.1229,46.25502,315.05,1.02,1.01,2025-09-02,0603,Terra,MODIS,67,6.1NRT,298.96,8.41,D
-17.89176,45.14053,326.01,1,1,2025-09-02,0603,Terra,MODIS,79,6.1NRT,303.66,15.22,D
-17.80996,45.4115,318.43,1,1,2025-09-02,0603,Terra,MODIS,70,6.1NRT,300.68,10.19,D
-17.76884,45.89642,315.16,1.01,1,2025-09-02,0603,Terra,MODIS,65,6.1NRT,301.03,6.89,D
-17.76752,45.88712,321.26,1.01,1,2025-09-02,0603,Terra,MODIS,75,6.1NRT,301.72,12.68,D
-23.46854,46.29945,311.43,1.12,1.05,2025-09-02,0605,Terra,MODIS,62,6.1NRT,300.63,7.52,D
-23.20124,45.44907,318.97,1.04,1.02,2025-09-02,0605,Terra,MODIS,73,6.1NRT,303.19,10.04,D
-23.19989,45.4391,325.75,1.04,1.02,2025-09-02,0605,Terra,MODIS,80,6.1NRT,302.26,17.3,D
-23.1922,45.45045,314.06,1.04,1.02,2025-09-02,0605,Terra,MODIS,64,6.1NRT,302.63,5.6,D
-23.19086,45.44051,314.92,1.04,1.02,2025-09-02,0605,Terra,MODIS,66,6.1NRT,302.01,6.22,D
-22.72107,43.93378,313.42,1,1,2025-09-02,0605,Terra,MODIS,59,6.1NRT,302.97,5.55,D
-22.71967,43.9242,314.4,1,1,2025-09-02,0605,Terra,MODIS,62,6.1NRT,303.13,6.27,D
-22.81517,45.18141,309.51,1.02,1.01,2025-09-02,0605,Terra,MODIS,38,6.1NRT,299.01,4.46,D
-22.6695,44.79617,316.63,1.01,1,2025-09-02,0605,Terra,MODIS,40,6.1NRT,306.38,7.94,D
-22.70641,45.46147,309.49,1.03,1.02,2025-09-02,0605,Terra,MODIS,48,6.1NRT,299.44,4.28,D
-22.46531,44.01432,316.74,1,1,2025-09-02,0605,Terra,MODIS,67,6.1NRT,302.99,8.52,D
-22.62239,45.18431,316.26,1.02,1.01,2025-09-02,0605,Terra,MODIS,68,6.1NRT,302.6,8.1,D
-22.30375,43.85115,314.66,1.01,1,2025-09-02,0605,Terra,MODIS,47,6.1NRT,304.03,5,D
-22.67407,44.78004,327.37,1.42,1.18,2025-09-02,1149,Aqua,MODIS,49,6.1NRT,309.95,20.99,D
-22.67243,44.79368,326.59,1.42,1.18,2025-09-02,1149,Aqua,MODIS,21,6.1NRT,310.71,19.66,D
-22.68121,44.80877,341.34,1.42,1.18,2025-09-02,1149,Aqua,MODIS,84,6.1NRT,309.26,53.65,D
-22.6796,44.82212,354.98,1.41,1.18,2025-09-02,1149,Aqua,MODIS,97,6.1NRT,310.55,101,D
-22.76304,44.30631,322.48,1.53,1.22,2025-09-02,1149,Aqua,MODIS,68,6.1NRT,308.24,15.6,D
-22.76133,44.32071,323.95,1.53,1.22,2025-09-02,1149,Aqua,MODIS,71,6.1NRT,308.9,17.91,D
-22.69221,44.89193,322.68,1.4,1.17,2025-09-02,1149,Aqua,MODIS,69,6.1NRT,309.35,13.81,D
-22.4987,46.41151,329.99,1.15,1.07,2025-09-02,1149,Aqua,MODIS,82,6.1NRT,305.3,24.04,D
-22.49726,46.42241,324.54,1.14,1.07,2025-09-02,1149,Aqua,MODIS,77,6.1NRT,304.32,15.89,D
-22.50667,46.4239,319.98,1.14,1.07,2025-09-02,1149,Aqua,MODIS,35,6.1NRT,304.18,9.4,D
-22.6483,45.40892,320.76,1.3,1.13,2025-09-02,1149,Aqua,MODIS,67,6.1NRT,308.78,10.75,D
-22.83164,44.01105,317.64,1.61,1.25,2025-09-02,1149,Aqua,MODIS,49,6.1NRT,306.48,10.38,D
-22.82259,44.1785,326.54,1.57,1.23,2025-09-02,1149,Aqua,MODIS,75,6.1NRT,310.02,22.64,D
-22.82664,44.17146,323.2,1.57,1.23,2025-09-02,1149,Aqua,MODIS,68,6.1NRT,309.62,17.36,D
-22.82504,44.18537,323.35,1.57,1.23,2025-09-02,1149,Aqua,MODIS,68,6.1NRT,309.47,17.92,D
-22.78797,44.5049,323.49,1.49,1.2,2025-09-02,1149,Aqua,MODIS,69,6.1NRT,312.07,12.53,D
-22.89885,43.73704,323.78,1.68,1.28,2025-09-02,1149,Aqua,MODIS,68,6.1NRT,303.87,29.75,D
-22.6761,46.06113,314.26,1.2,1.09,2025-09-02,1149,Aqua,MODIS,41,6.1NRT,303.54,5.39,D
-22.67992,46.05547,316.01,1.2,1.09,2025-09-02,1149,Aqua,MODIS,57,6.1NRT,304.14,7.28,D
-22.58304,46.94651,313.17,1.09,1.04,2025-09-02,1149,Aqua,MODIS,55,6.1NRT,298.35,9.13,D
-22.99339,43.80447,323.66,1.67,1.27,2025-09-02,1149,Aqua,MODIS,68,6.1NRT,304.67,27.96,D
-22.57509,47.14445,312.78,1.07,1.03,2025-09-02,1149,Aqua,MODIS,56,6.1NRT,298.63,8.13,D
-22.95133,44.62155,326.18,1.47,1.2,2025-09-02,1149,Aqua,MODIS,54,6.1NRT,311,17.25,D
-22.94574,44.62768,331.15,1.47,1.2,2025-09-02,1149,Aqua,MODIS,80,6.1NRT,312.21,29.7,D
-22.66081,46.98637,319.85,1.09,1.04,2025-09-02,1149,Aqua,MODIS,71,6.1NRT,298.88,14.46,D
-23.07415,43.99873,332.23,1.62,1.25,2025-09-02,1149,Aqua,MODIS,81,6.1NRT,306.32,46.46,D
-23.07236,44.01404,322.68,1.62,1.25,2025-09-02,1149,Aqua,MODIS,66,6.1NRT,304.21,23.29,D
-23.08526,44.00016,341.57,1.62,1.25,2025-09-02,1149,Aqua,MODIS,89,6.1NRT,308.97,73.97,D
-23.08345,44.01554,339.15,1.62,1.25,2025-09-02,1149,Aqua,MODIS,87,6.1NRT,305.45,66.02,D
-23.1001,43.9701,328.88,1.63,1.26,2025-09-02,1149,Aqua,MODIS,77,6.1NRT,307.15,36.24,D
-23.09825,43.98573,327.66,1.63,1.26,2025-09-02,1149,Aqua,MODIS,69,6.1NRT,305.35,31.91,D
-23.11124,43.97155,319.49,1.63,1.26,2025-09-02,1149,Aqua,MODIS,53,6.1NRT,305.95,16.47,D
-23.11112,43.97649,319.04,1.63,1.26,2025-09-02,1149,Aqua,MODIS,32,6.1NRT,305.78,14.66,D
-22.85133,46.52527,312.43,1.14,1.06,2025-09-02,1149,Aqua,MODIS,42,6.1NRT,298.88,7.95,D
-23.12803,44.49755,322.92,1.5,1.21,2025-09-02,1149,Aqua,MODIS,68,6.1NRT,311.91,13.39,D
-23.06712,45.07883,319.8,1.38,1.16,2025-09-02,1149,Aqua,MODIS,63,6.1NRT,306.07,12.25,D
-23.06548,45.09193,332.81,1.37,1.16,2025-09-02,1149,Aqua,MODIS,82,6.1NRT,306.92,36.87,D
-23.08403,45.02749,326.43,1.39,1.17,2025-09-02,1149,Aqua,MODIS,75,6.1NRT,306.43,24.54,D
-23.08236,45.04079,322.13,1.39,1.17,2025-09-02,1149,Aqua,MODIS,63,6.1NRT,307.07,15.51,D
-22.82888,46.97596,311.53,1.09,1.04,2025-09-02,1149,Aqua,MODIS,42,6.1NRT,299.63,6,D
-23.08089,45.03388,331.7,1.39,1.17,2025-09-02,1149,Aqua,MODIS,81,6.1NRT,306.74,33.46,D
-23.08646,45.07494,322.23,1.38,1.16,2025-09-02,1149,Aqua,MODIS,69,6.1NRT,304.96,17.15,D
-22.87811,46.94781,312.7,1.1,1.04,2025-09-02,1149,Aqua,MODIS,52,6.1NRT,301.31,5.83,D
